Data,Hora,Origem,Payload
2025-04-02 17:46:12,D,2b484244ef2280200309020915564a58060e07630407e40101010220077808060d0a
2025-04-02 17:46:12,S,+SACK:GTHBD,8020030902,0778$
2025-04-02 17:46:13,D,2b4556540c09fe7fbf006780200309020915564a58060e0763045f310400000000000011050100000000011603e4fcf32087fe9c070e07e90401151b23000000000000000000000000000000000000000000000000000122290007e40101010520077d0f470d0a
2025-04-02 17:46:13,S,+SACK:077d$
2025-04-02 17:46:18,D,2b4256543009fe7fbf006880200309020915564a58060e076304002c9b0000000000002105000100000000011603e4fcf32087fe9c070e07e90401151b2300000000000000000000000000000000000000000000000000011b350007e904020c372c07277a160d0a
2025-04-02 17:46:18,S,+SACK:0727$
2025-04-02 17:46:19,D,2b4256540e09fe7fbf007380200309020915564a58060e076304002c9b0000000000011105000000030100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000003000000011b3808018147130100004307e904020c372e0728234b0d0a
2025-04-02 17:46:19,S,+SACK:0728$
2025-04-02 17:46:27,D,2b4256540909fe7fbf006780200309020915564a58060e076304002c9b00000000000111050100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000003000000011b380007e904020c372e072903220d0a
2025-04-02 17:46:27,S,+SACK:0729$
2025-04-02 17:46:27,D,2b4256540d09fe7fbf007380200309020915564a58060e076304002cc30000000001012205000000210100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000000000000011b3808018147130100004307e904020c3813072af9e90d0a
2025-04-02 17:46:27,S,+SACK:072a$
2025-04-02 17:46:28,D,2b4256540909fe7fbf006780200309020915564a58060e076304002cc300000000010122050100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000000000000011b380007e904020c3813072b291f0d0a
2025-04-02 17:46:28,S,+SACK:072b$
2025-04-02 17:46:28,D,2b4253501109fe7fbf007a80200309020915564a58060e076304002cc3000000000101220500080181471301000043010100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000009000000011c0508018147130100004307e904020c381f072cb79c0d0a
2025-04-02 17:46:28,S,+SACK:072c$
2025-04-02 17:46:30,D,2b4256541b09fe7fbf007180200309020915564a58060e076304002cc3000000000100220501000100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c8300000000000000000000000c000000011c0808018147130100004307e904020c3821072d24600d0a
2025-04-02 17:46:30,S,+SACK:072d$
2025-04-02 17:46:31,D,2b4256540e09fe7fbf007380200309020915564a58060e076304002cc30000000000001205000000140100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000012000000011c0e08018147130100004307e904020c3827072e726a0d0a
2025-04-02 17:46:31,S,+SACK:072e$
2025-04-02 17:46:31,D,2b4256540909fe7fbf006f80200309020915564a58060e076304002cc300000000000012050100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000012000000011c0e08018147130100004307e904020c3827072f340c0d0a
2025-04-02 17:46:31,S,+SACK:072f$
2025-04-02 17:46:32,D,2b4253501109fe7fbf007a80200309020915564a58060e076304002cc3000000000000120500080181471301000043020100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000012000000011c0e08018147130100004307e904020c38270730445b0d0a
2025-04-02 17:46:32,S,+SACK:0730$
2025-04-02 17:46:36,D,2b4256541b09fe7fbf006980200309020915564a58060e076304002cc3000000000001120501010100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000012000000011c0e0007e904020c382b07310aef0d0a
2025-04-02 17:46:36,S,+SACK:0731$
2025-04-02 17:46:37,D,2b4256540d09fe7fbf007380200309020915564a58060e076304002cc30000000001012205000000100100000000011603e4fcf32087fe9c070e07e90401151b2307240004863204318c83000000000000000000000000000000011c0e08018147130100004307e904020c3837073282620d0a
2025-04-02 17:46:37,S,+SACK:0732$
2025-04-02 17:46:37,D,2b4256543009fe7fbf006880200309020915564a58060e0763042d31890000000000002105000100000000011603e4fcf32087fe9c070e07e90401151b230000000000000000000000000000000000000000000000000001210e0007e40101000007073f9dde0d0a
2025-04-02 17:46:38,S,+SACK:073f$
2025-04-02 17:46:38,D,2b4256540e09fe7fbf007380200309020915564a58060e0763042d318900000000000111050000012d0100000000011603e4fcf32087fe9c070e07e90401151b230000000000000000000000000000000000000000000f00000001211d08018147130100004307e40101000017074192aa0d0a
2025-04-02 17:46:38,S,+SACK:0741$
2025-04-02 17:46:38,D,2b4256540909fe7fbf006780200309020915564a58060e0763042d318900000000000111050100000000011603e4fcf32087fe9c070e07e90401151b230000000000000000000000000000000000000000000f00000001211d0007e401010000170742006c0d0a
2025-04-02 17:46:38,S,+SACK:0742$
2025-04-02 17:46:39,D,2b4256540d09fe7fbf007380200309020915564a58060e0763043e31520000000001012205000000000100000000011603e4fcf32087fe9c070e07e90401151b230000000000000000000000000000000000000000000000000001211d08018147130100004307e40101000120074319de0d0a
2025-04-02 17:46:39,S,+SACK:0743$
2025-04-02 17:46:39,D,2b4256540909fe7fbf006780200309020915564a58060e0763043e315200000000010122050100000000011603e4fcf32087fe9c070e07e90401151b230000000000000000000000000000000000000000000000000001211d0007e4010100012007440da80d0a
2025-04-02 17:46:39,S,+SACK:0744$
2025-04-02 17:46:40,D,2b4253501109fe7fbf007a80200309020915564a58060e0763043e30a900000000010122050008011cf642170000f6010100000000011603e4fcf32087fe9c070e07e90401151b230000000000000000000000000000000000000000000300000001212008011cf642170000f607e401010001250745bd160d0a
2025-04-02 17:46:40,S,+SACK:0745$
2025-04-02 17:46:40,D,2b4256541b09fe7fbf007180200309020915564a58060e0763043e30a9000000000100220501000100000000011603e4fcf32087fe9c070e07e90401151b230000000000000000000000000000000000000000000300000001212008011cf642170000f607e4010100012607468e240d0a
2025-04-02 17:46:40,S,+SACK:0746$
