Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites, Report type, Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix, 1-wire, ble, RAT, Band
15/04/2025,07:42:47,04/233/7,15:07:38,8674886293973,0x4812,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,0,11497,0001,0000,01,00,21,0c,-,01,0.0,0000,0x0257,-23.329815,-51.177693,07e9040f0a260f,0724,0006,c4a7,07a7140c,0x000000,0x0000001400,0x000000,0x000000000000,-,-,-,-,2025-04-15 10:38:15
15/04/2025,07:42:48,,,,0x4816,HBD
15/04/2025,07:42:48,-, -, -, 0x455f,GTBDS, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
15/04/2025,07:42:49,14/04/2025,18:07:05,8674886293973,0x4560,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11495,0001,-,01,00,21,4,-,-,05,0.0,0000,0x023e,-23.330273,-51.17782,07e9040e150703,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:07:03
15/04/2025,07:42:49,14/04/2025,18:10:06,8674886293973,0x4562,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11512,0001,-,01,00,21,4,-,-,05,0.0,0000,0x023e,-23.330273,-51.17782,07e9040e150a04,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:10:04
15/04/2025,07:42:50,14/04/2025,18:13:06,8674886293973,0x4565,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11490,0001,-,01,00,21,6,-,-,05,0.0,0000,0x023e,-23.330273,-51.17782,07e9040e150d05,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:13:05
15/04/2025,07:42:50,14/04/2025,18:16:06,8674886293973,0x4568,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11439,0001,-,01,00,21,6,-,-,05,0.0,0000,0x023e,-23.330273,-51.17782,07e9040e151004,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:16:04
15/04/2025,07:42:51,14/04/2025,18:19:06,8674886293973,0x4569,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11482,0001,-,01,00,21,6,-,-,05,0.0,0000,0x023e,-23.330273,-51.17782,07e9040e151304,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:19:04
15/04/2025,07:42:51,14/04/2025,18:22:06,8674886293973,0x456c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11488,0001,-,01,00,21,6,-,-,02,0.0,0000,0x020a,-23.330592,-51.177931,07e9040e151605,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:22:05
15/04/2025,07:42:52,14/04/2025,18:25:06,8674886293973,0x456d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11501,0001,-,01,00,21,7,-,-,02,0.0,0000,0x020a,-23.330592,-51.177931,07e9040e151905,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:25:05
15/04/2025,07:42:52,14/04/2025,18:28:06,8674886293973,0x4570,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11475,0001,-,01,00,21,8,-,-,01,0.0,0000,0x020a,-23.330592,-51.177931,07e9040e151c04,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:28:04
15/04/2025,07:42:53,14/04/2025,18:31:06,8674886293973,0x4573,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11403,0001,-,01,00,22,9,-,-,01,0.0,0000,0x020a,-23.330592,-51.177931,07e9040e151f04,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:31:04
15/04/2025,07:42:53,14/04/2025,18:34:06,8674886293973,0x4575,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11487,0001,-,01,00,21,9,-,-,01,0.0,0000,0x020a,-23.330592,-51.177931,07e9040e152205,0724,0006,c4a7,07a7140c,0x0.0,0x20.0,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-14 21:34:05
