Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix
21/03/2025,15:12:59,,,,,ACK
21/03/2025,15:12:59,,,,,HBD
21/03/2025,15:13:00,,,,,GTBDS
21/03/2025,15:13:00,21/03/2025,18:09:45,8674886293973,0x67f1,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,9,11834,0000,0000,01,00,22,0a,-,05,000000,0000,0x025e,-23.323332,-51.189632,07e9031512092c,0724,0006,c4a7,07a6b00b,0x000000,0x0000000207,0x000000,0x000000000000,-,-,-,-, 2025-03-21 18:09:44
21/03/2025,15:13:00,21/03/2025,18:10:20,8674886293973,0x67f2,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,12,11874,0000,0000,01,00,21,0a,-,01,000000,0000,0x025b,-23.323332,-51.189615,07e90315120a14,0724,0006,c4a7,07a6b00b,0x000000,0x0000000207,0x000000,0x000000000000,-,-,-,-, 2025-03-21 18:10:20
21/03/2025,15:13:01,,,,,GTBCS
21/03/2025,15:13:01,21/03/2025,18:12:56,8674886293973,0x67f5,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,23,11864,0000,0000,01,00,22,0b,-,01,000000,0000,0x025b,-23.323332,-51.189615,07e90315120c37,0724,0006,c4a7,07a6b00b,0x000000,0x0000000207,0x000000,0x000000000000,-,-,-,-, 2025-03-21 18:12:55
21/03/2025,15:13:33,21/03/2025,18:13:34,8674886293973,0x67f6,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,24,11905,0000,0000,01,00,21,0c,-,01,000000,0083,0x026c,-23.323292,-51.18936,07e90315120d21,0724,0006,c4a7,07a6b00b,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, 2025-03-21 18:13:33
21/03/2025,15:15:02,,,,,HBD
21/03/2025,15:17:00,,,,,HBD
21/03/2025,15:19:00,,,,,HBD
21/03/2025,15:21:00,,,,,HBD
21/03/2025,15:23:00,,,,,HBD
21/03/2025,15:25:00,,,,,HBD
21/03/2025,15:27:00,,,,,HBD
21/03/2025,15:29:00,,,,,HBD
21/03/2025,15:31:00,,,,,HBD
21/03/2025,15:32:12,,,,,ACK
21/03/2025,15:32:26,,,,,ACK
21/03/2025,15:32:27,21/03/2025,15:32:29,8674886293973,0x6802,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,41,-,0000,-,01,00,21,0c,-,01,000000,0083,0x026c,-23.323292,-51.18936,07e9031512201c,0724,0006,c4a7,07a6b001,0x000000,0x0000000208,0x000000,0x000000000000,-,-, None, -, 2025-03-21 18:32:28 
21/03/2025,15:32:28,21/03/2025,15:32:30,8674886293973,0x6803,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,41,-,0000,-,01,00,21,0c,-,01,000000,0083,0x026c,-23.323292,-51.18936,07e9031512201d,0724,0006,c4a7,07a6b001,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 1.0, -, 2025-03-21 18:32:29 
21/03/2025,15:32:29,21/03/2025,15:32:31,8674886293973,0x6804,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,41,-,0000,-,01,00,21,0c,-,01,000000,0083,0x026c,-23.323292,-51.18936,07e9031512201e,0724,0006,c4a7,07a6b001,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 1.0, -, 2025-03-21 18:32:30 
