Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites, Report type, Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix, 1-wire, ble, RAT, Band
07/05/2025,14:46:17,05/233/7,07:17:45,8674886293973,0x00ee,GTPDP,0x09fe7fbf,802003,0x0a04,0x0a14,0,11475,0000,0000,01,00,21,11,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e90507112d0a,0724,0006,c4a7,07a71402,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, 2025-05-07 17:45:10
07/05/2025,14:46:17,,,,0x00f0,HBD
07/05/2025,14:51:16,17/07/59653,50:10:01,8674886293973,0x0108,GTPDP,0x09fe3fbf,802003,0x0a04,0x0a14,0,11487,0000,0100,21,0b,01,1,-,-,00,0.0,0225,0xfcf3,-4234.410006,-3910.795619,05071132090724,0006,c4a7,07a7,140c0000,0x000000,0x0000000000,0x000000,0x000000000007,-,-,-,-, None
07/05/2025,14:51:17,,,,0x010a,HBD
07/05/2025,14:51:58,07/05/2025,17:50:16,8674886293973,0x0109,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11487,0000,-,01,00,21,7,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e9050711320f,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:50:15
07/05/2025,14:51:58,07/05/2025,17:50:31,8674886293973,0x010b,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11487,0000,-,01,00,21,11,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e9050711321e,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:50:30
07/05/2025,14:51:58,07/05/2025,17:50:46,8674886293973,0x010c,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11487,0000,-,01,00,21,10,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e9050711322d,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:50:45
07/05/2025,14:51:59,07/05/2025,17:51:01,8674886293973,0x010d,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11528,0000,-,01,00,21,9,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e90507113300,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:51:00
07/05/2025,14:51:59,07/05/2025,17:51:16,8674886293973,0x010e,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11456,0000,-,01,00,21,7,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e9050711330f,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:51:15
07/05/2025,14:52:00,07/05/2025,17:51:31,8674886293973,0x010f,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11456,0000,-,01,00,21,12,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e9050711331e,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:51:30
07/05/2025,14:52:00,07/05/2025,17:51:46,8674886293973,0x0110,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11456,0000,-,01,00,21,9,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e9050711332d,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:51:45
07/05/2025,14:52:01,07/05/2025,17:52:01,8674886293973,0x0111,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11456,0000,-,01,00,21,12,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e90507113400,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:52:00
07/05/2025,14:52:16,07/05/2025,17:52:16,8674886293973,0x0112,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11456,0000,-,01,00,21,12,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e9050711340f,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:52:15
07/05/2025,14:52:31,07/05/2025,17:52:31,8674886293973,0x0113,GTERI,0x09fe3fbf,802003,0x0a04,0x0a14,0,11457,0000,-,01,00,21,12,-,-,01,0.0,0000,0x0225,-23.329891,-51.177754,07e9050711341e,0724,0006,c4a7,07a7140c,0x0.0,0x0.0,0x0:00:00,0x0:00:00,-,-, None, None, 2025-05-07 17:52:30
