Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites, Report type, Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix, 1-wire, ble, RAT, Band
09/04/2025,17:18:15,,,,0x32f3,HBD
09/04/2025,17:19:10,09/04/2025,17:19:13,8674886293973,0x32f4,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11485,0001,-,01,00,21,9,-,-,01,000000,0000,0x0197,-23.329906,-51.17772,07e9040914130b,0724,0006,c4a7,07a71402,0x000000,0x0000000000,0x000000,0x000000000000,-,-, None, -, 2025-04-09 20:19:11 
09/04/2025,17:20:15,,,,0x32f5,HBD
09/04/2025,17:22:10,09/04/2025,17:22:13,8674886293973,0x32f6,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11509,0001,-,01,00,21,9,-,-,01,000000,0000,0x0197,-23.329906,-51.17772,07e9040914160b,0724,0006,c4a7,07a71402,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 180.0, -, 2025-04-09 20:22:11 
09/04/2025,17:22:15,,,,0x32f7,HBD
09/04/2025,17:24:15,,,,0x32f8,HBD
09/04/2025,17:25:10,09/04/2025,17:25:13,8674886293973,0x32f9,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11535,0001,-,01,00,21,9,-,-,01,000000,0000,0x0197,-23.329906,-51.17772,07e9040914190b,0724,0006,c4a7,07a71402,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 180.0, -, 2025-04-09 20:25:11 
09/04/2025,17:26:15,,,,0x32fa,HBD
09/04/2025,17:28:10,09/04/2025,17:28:13,8674886293973,0x32fb,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11479,0001,-,01,00,21,9,-,-,01,000000,0000,0x0197,-23.329906,-51.17772,07e90409141c0b,0724,0006,c4a7,07a71402,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 180.0, -, 2025-04-09 20:28:11 
09/04/2025,17:28:15,,,,0x32fc,HBD
09/04/2025,17:30:16,,,,0x32fd,HBD
09/04/2025,17:31:11,09/04/2025,17:31:13,8674886293973,0x32fe,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,22,9,-,-,01,000000,0000,0x025c,-23.330047,-51.177661,07e90409141f0b,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 180.0, -, 2025-04-09 20:31:11 
09/04/2025,17:32:16,,,,0x32ff,HBD
09/04/2025,17:34:10,09/04/2025,17:34:13,8674886293973,0x3300,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11476,0001,-,01,00,21,9,-,-,01,000000,0000,0x025c,-23.330047,-51.177661,07e9040914220b,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 180.0, -, 2025-04-09 20:34:11 
09/04/2025,17:34:16,,,,0x3301,HBD
09/04/2025,17:36:16,,,,0x3302,HBD
09/04/2025,17:37:10,09/04/2025,17:37:13,8674886293973,0x3303,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,8,-,-,01,000000,0000,0x025c,-23.330047,-51.177661,07e9040914250b,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 180.0, -, 2025-04-09 20:37:11 
09/04/2025,17:38:16,,,,0x3304,HBD
09/04/2025,17:40:10,09/04/2025,17:40:13,8674886293973,0x3305,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11477,0001,-,01,00,21,7,-,-,01,000000,0000,0x025c,-23.330047,-51.177661,07e9040914280b,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 180.0, -, 2025-04-09 20:40:11 
09/04/2025,17:40:16,,,,0x3306,HBD
09/04/2025,17:42:16,,,,0x3307,HBD
09/04/2025,17:43:10,09/04/2025,17:43:13,8674886293973,0x3308,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11459,0001,-,01,00,21,8,-,-,01,000000,0000,0x025c,-23.330047,-51.177661,07e90409142b0b,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 180.0, -, 2025-04-09 20:43:11 
